[23:02:49] [main/INFO]: Setting user: Player814
[23:03:02] [Server thread/INFO]: [CHAT] 255
[23:03:02] [Server thread/INFO]: [CHAT] 255
[23:03:02] [Server thread/INFO]: [CHAT] 255
[23:03:02] [Server thread/INFO]: [CHAT] 255
[23:03:02] [Server thread/INFO]: [CHAT] 255
[23:03:03] [Server thread/INFO]: [CHAT] 255
[23:03:03] [Server thread/INFO]: [CHAT] 255
[23:03:03] [Server thread/INFO]: [CHAT] 255
[23:03:03] [Server thread/INFO]: [CHAT] 255
[23:03:03] [Server thread/INFO]: [CHAT] 255
[23:03:03] [Server thread/INFO]: [CHAT] 254
[23:03:03] [Server thread/INFO]: [CHAT] 254
[23:03:03] [Server thread/INFO]: [CHAT] 254
[23:03:03] [Server thread/INFO]: [CHAT] 253
[23:03:03] [Server thread/INFO]: [CHAT] 253
[23:03:03] [Server thread/INFO]: [CHAT] 253
[23:03:03] [Server thread/INFO]: [CHAT] 252
[23:03:03] [Server thread/INFO]: [CHAT] 252
[23:03:03] [Server thread/INFO]: [CHAT] 252
[23:03:03] [Server thread/INFO]: [CHAT] 252
[23:03:03] [Server thread/INFO]: [CHAT] 252
[23:03:03] [Server thread/INFO]: [CHAT] 251
[23:03:03] [Server thread/INFO]: [CHAT] 286
[23:03:03] [Server thread/INFO]: [CHAT] 286
[23:03:03] [Server thread/INFO]: [CHAT] 285
[23:03:04] [Server thread/INFO]: [CHAT] 285
[23:03:04] [Server thread/INFO]: [CHAT] 285
[23:03:04] [Server thread/INFO]: [CHAT] 285
[23:03:04] [Server thread/INFO]: [CHAT] 285
[23:03:04] [Server thread/INFO]: [CHAT] 285
[23:03:04] [Server thread/INFO]: [CHAT] 285
[23:03:04] [Server thread/INFO]: [CHAT] 285
[23:03:04] [Server thread/INFO]: [CHAT] 285
[23:03:04] [Server thread/INFO]: [CHAT] 285
[23:03:04] [Server thread/INFO]: [CHAT] 285
[23:03:04] [Server thread/INFO]: [CHAT] 285
[23:03:04] [Server thread/INFO]: [CHAT] 285
[23:03:04] [Server thread/INFO]: [CHAT] 285
[23:03:04] [Server thread/INFO]: [CHAT] 285
[23:03:04] [Server thread/INFO]: [CHAT] 285
[23:03:04] [Server thread/INFO]: [CHAT] 285
[23:03:04] [Server thread/INFO]: [CHAT] 285
[23:03:04] [Server thread/INFO]: [CHAT] 285
[23:03:04] [Server thread/INFO]: [CHAT] 285
[23:03:05] [Server thread/INFO]: [CHAT] 285
[23:03:05] [Server thread/INFO]: [CHAT] 285
[23:03:05] [Server thread/INFO]: [CHAT] 284
[23:03:05] [Server thread/INFO]: [CHAT] 284
[23:03:05] [Server thread/INFO]: [CHAT] 283
[23:03:05] [Server thread/INFO]: [CHAT] 283
[23:03:05] [Server thread/INFO]: [CHAT] 282
[23:03:05] [Server thread/INFO]: [CHAT] 282
[23:03:05] [Server thread/INFO]: [CHAT] 282
[23:03:05] [Server thread/INFO]: [CHAT] 282
[23:03:05] [Server thread/INFO]: [CHAT] 282
[23:03:05] [Server thread/INFO]: [CHAT] 282
[23:03:05] [Server thread/INFO]: [CHAT] 281
[23:03:05] [Server thread/INFO]: [CHAT] 281
[23:03:05] [Server thread/INFO]: [CHAT] 281
[23:03:05] [Server thread/INFO]: [CHAT] 281
[23:03:05] [Server thread/INFO]: [CHAT] 281
[23:03:05] [Server thread/INFO]: [CHAT] 281
[23:03:05] [Server thread/INFO]: [CHAT] 281
[23:03:05] [Server thread/INFO]: [CHAT] 281
[23:03:06] [Server thread/INFO]: [CHAT] 281
[23:03:06] [Server thread/INFO]: [CHAT] 281
[23:03:06] [Server thread/INFO]: [CHAT] 281
[23:03:06] [Server thread/INFO]: [CHAT] 281
[23:03:06] [Server thread/INFO]: [CHAT] 281
[23:03:06] [Server thread/INFO]: [CHAT] 281
[23:03:06] [Server thread/INFO]: [CHAT] 281
[23:03:06] [Server thread/INFO]: [CHAT] 281
[23:03:06] [Server thread/INFO]: [CHAT] 281
[23:03:06] [Server thread/INFO]: [CHAT] 281
[23:03:06] [Server thread/INFO]: [CHAT] 281
[23:03:06] [Server thread/INFO]: [CHAT] 281
[23:03:06] [Server thread/INFO]: [CHAT] 281
[23:03:06] [Server thread/INFO]: [CHAT] 281
[23:03:06] [Server thread/INFO]: [CHAT] 280
[23:03:06] [Server thread/INFO]: [CHAT] 280
[23:03:06] [Server thread/INFO]: [CHAT] 280
[23:03:06] [Server thread/INFO]: [CHAT] 280
[23:03:06] [Server thread/INFO]: [CHAT] 279
[23:03:07] [Server thread/INFO]: [CHAT] 279
[23:03:07] [Server thread/INFO]: [CHAT] 279
[23:03:07] [Server thread/INFO]: [CHAT] 279
[23:03:07] [Server thread/INFO]: [CHAT] 278
[23:03:07] [Server thread/INFO]: [CHAT] 278
[23:03:07] [Server thread/INFO]: [CHAT] 278
[23:03:07] [Server thread/INFO]: [CHAT] 278
[23:03:07] [Server thread/INFO]: [CHAT] 278
[23:03:07] [Server thread/INFO]: [CHAT] 278
[23:03:07] [Server thread/INFO]: [CHAT] 278
[23:03:07] [Server thread/INFO]: [CHAT] 278
[23:03:07] [Server thread/INFO]: [CHAT] 278
[23:03:07] [Server thread/INFO]: [CHAT] 278
[23:03:07] [Server thread/INFO]: [CHAT] 278
[23:03:07] [Server thread/INFO]: [CHAT] 278
[23:03:07] [Server thread/INFO]: [CHAT] 278
[23:03:07] [Server thread/INFO]: [CHAT] 278
[23:03:07] [Server thread/INFO]: [CHAT] 278
[23:03:07] [Server thread/INFO]: [CHAT] 278
[23:03:07] [Server thread/INFO]: [CHAT] 278
[23:03:08] [Server thread/INFO]: [CHAT] 277
[23:03:08] [Server thread/INFO]: [CHAT] 277
[23:03:08] [Server thread/INFO]: [CHAT] 277
[23:03:08] [Server thread/INFO]: [CHAT] 277
[23:03:08] [Server thread/INFO]: [CHAT] 277
[23:03:08] [Server thread/INFO]: [CHAT] 277
[23:03:08] [Server thread/INFO]: [CHAT] 277
[23:03:08] [Server thread/INFO]: [CHAT] 277
[23:03:08] [Server thread/INFO]: [CHAT] 277
[23:03:08] [Server thread/INFO]: [CHAT] 277
[23:03:08] [Server thread/INFO]: [CHAT] 277
[23:03:08] [Server thread/INFO]: [CHAT] 277
[23:03:08] [Server thread/INFO]: [CHAT] 277
[23:03:08] [Server thread/INFO]: [CHAT] 277
[23:03:08] [Server thread/INFO]: [CHAT] 277
[23:03:08] [Server thread/INFO]: [CHAT] 277
[23:03:08] [Server thread/INFO]: [CHAT] 277
[23:03:08] [Server thread/INFO]: [CHAT] 277
[23:03:08] [Server thread/INFO]: [CHAT] 277
[23:03:09] [Server thread/INFO]: [CHAT] 277
[23:03:09] [Server thread/INFO]: [CHAT] 277
[23:03:09] [Server thread/INFO]: [CHAT] 277
[23:03:09] [Server thread/INFO]: [CHAT] 277
[23:03:09] [Server thread/INFO]: [CHAT] 276
[23:03:09] [Server thread/INFO]: [CHAT] 276
[23:03:09] [Server thread/INFO]: [CHAT] 276
[23:03:09] [Server thread/INFO]: [CHAT] 276
[23:03:09] [Server thread/INFO]: [CHAT] 276
[23:03:09] [Server thread/INFO]: [CHAT] 276
[23:03:09] [Server thread/INFO]: [CHAT] 276
[23:03:09] [Server thread/INFO]: [CHAT] 276
[23:03:09] [Server thread/INFO]: [CHAT] 276
[23:03:09] [Server thread/INFO]: [CHAT] 276
[23:03:09] [Server thread/INFO]: [CHAT] 276
[23:03:09] [Server thread/INFO]: [CHAT] 276
[23:03:09] [Server thread/INFO]: [CHAT] 276
[23:03:09] [Server thread/INFO]: [CHAT] 276
[23:03:09] [Server thread/INFO]: [CHAT] 276
[23:03:09] [Server thread/INFO]: [CHAT] 276
[23:03:10] [Server thread/INFO]: [CHAT] 276
[23:03:10] [Server thread/INFO]: [CHAT] 276
[23:03:10] [Server thread/INFO]: [CHAT] 276
[23:03:10] [Server thread/INFO]: [CHAT] 276
[23:03:10] [Server thread/INFO]: [CHAT] 276
[23:03:10] [Server thread/INFO]: [CHAT] 276
[23:03:10] [Server thread/INFO]: [CHAT] 276
[23:03:10] [Server thread/INFO]: [CHAT] 276
[23:03:10] [Server thread/INFO]: [CHAT] 276
[23:03:10] [Server thread/INFO]: [CHAT] 276
[23:03:10] [Server thread/INFO]: [CHAT] 276
[23:03:10] [Server thread/INFO]: [CHAT] 276
[23:03:10] [Server thread/INFO]: [CHAT] 276
[23:03:10] [Server thread/INFO]: [CHAT] 276
[23:03:10] [Server thread/INFO]: [CHAT] 276
[23:03:10] [Server thread/INFO]: [CHAT] 276
[23:03:10] [Server thread/INFO]: [CHAT] 276
[23:03:10] [Server thread/INFO]: [CHAT] 276
[23:03:10] [Server thread/INFO]: [CHAT] 276
[23:03:10] [Server thread/INFO]: [CHAT] 276
[23:03:11] [Server thread/INFO]: [CHAT] 276
[23:03:11] [Server thread/INFO]: [CHAT] 276
[23:03:11] [Server thread/INFO]: [CHAT] 276
[23:03:11] [Server thread/INFO]: [CHAT] 276
[23:03:11] [Server thread/INFO]: [CHAT] 276
[23:03:11] [Server thread/INFO]: [CHAT] 276
[23:03:11] [Server thread/INFO]: [CHAT] 276
[23:03:11] [Server thread/INFO]: [CHAT] 276
[23:03:11] [Server thread/INFO]: [CHAT] 276
[23:03:11] [Server thread/INFO]: [CHAT] 276
[23:03:11] [Server thread/INFO]: [CHAT] 276
[23:03:11] [Server thread/INFO]: [CHAT] 276
[23:03:11] [Server thread/INFO]: [CHAT] 276
[23:03:11] [Server thread/INFO]: [CHAT] 276
[23:03:11] [Server thread/INFO]: [CHAT] 276
[23:03:11] [Server thread/INFO]: [CHAT] 276
[23:03:11] [Server thread/INFO]: [CHAT] 276
[23:03:11] [Server thread/INFO]: [CHAT] 276
[23:03:11] [Server thread/INFO]: [CHAT] 276
[23:03:11] [Server thread/INFO]: [CHAT] 276
[23:03:12] [Server thread/INFO]: [CHAT] 276
[23:03:12] [Server thread/INFO]: [CHAT] 276
[23:03:12] [Server thread/INFO]: [CHAT] 276
[23:03:12] [Server thread/INFO]: [CHAT] 276
[23:03:12] [Server thread/INFO]: [CHAT] 276
[23:03:12] [Server thread/INFO]: [CHAT] 276
[23:03:12] [Server thread/INFO]: [CHAT] 276
[23:03:12] [Server thread/INFO]: [CHAT] 276
[23:03:12] [Server thread/INFO]: [CHAT] 276
[23:03:12] [Server thread/INFO]: [CHAT] 276
[23:03:12] [Server thread/INFO]: [CHAT] 276
[23:03:12] [Server thread/INFO]: [CHAT] 276
[23:03:12] [Server thread/INFO]: [CHAT] 276
[23:03:12] [Server thread/INFO]: [CHAT] 276
[23:03:12] [Server thread/INFO]: [CHAT] 276
[23:03:12] [Server thread/INFO]: [CHAT] 276
[23:03:12] [Server thread/INFO]: [CHAT] 276
[23:03:12] [Server thread/INFO]: [CHAT] 276
[23:03:12] [Server thread/INFO]: [CHAT] 276
[23:03:12] [Server thread/INFO]: [CHAT] 276
[23:03:13] [Server thread/INFO]: [CHAT] 276
[23:03:13] [Server thread/INFO]: [CHAT] 276
[23:03:13] [Server thread/INFO]: [CHAT] 276
[23:03:13] [Server thread/INFO]: [CHAT] 276
[23:03:13] [Server thread/INFO]: [CHAT] 276
[23:03:13] [Server thread/INFO]: [CHAT] 276
[23:03:13] [Server thread/INFO]: [CHAT] 276
[23:03:13] [Server thread/INFO]: [CHAT] 276
[23:03:13] [Server thread/INFO]: [CHAT] 276
[23:03:13] [Server thread/INFO]: [CHAT] 276
[23:03:13] [Server thread/INFO]: [CHAT] 276
[23:03:13] [Server thread/INFO]: [CHAT] 276
[23:03:13] [Server thread/INFO]: [CHAT] 276
[23:03:13] [Server thread/INFO]: [CHAT] 276
[23:03:13] [Server thread/INFO]: [CHAT] 276
[23:03:13] [Server thread/INFO]: [CHAT] 276
[23:03:13] [Server thread/INFO]: [CHAT] 276
[23:03:13] [Server thread/INFO]: [CHAT] 276
[23:03:13] [Server thread/INFO]: [CHAT] 276
[23:03:13] [Server thread/INFO]: [CHAT] 276
[23:03:14] [Server thread/INFO]: [CHAT] 276
[23:03:14] [Server thread/INFO]: Saving and pausing game...
[23:03:14] [Server thread/INFO]: Saving chunks for level 'New World'/Overworld
[23:03:14] [Server thread/INFO]: Saving chunks for level 'New World'/Nether
[23:03:14] [Server thread/INFO]: Saving chunks for level 'New World'/The End
[23:03:16] [Server thread/INFO]: Stopping server
[23:03:16] [Server thread/INFO]: Saving players
[23:03:16] [Server thread/INFO]: Saving worlds
[23:03:16] [Server thread/INFO]: Saving chunks for level 'New World'/Overworld
[23:03:16] [Server thread/INFO]: Saving chunks for level 'New World'/Nether
[23:03:16] [Server thread/INFO]: Saving chunks for level 'New World'/The End
[23:03:52] [Server thread/INFO]: Starting integrated minecraft server version 1.7.10
[23:03:52] [Server thread/INFO]: Generating keypair
[23:03:52] [Server thread/INFO]: Preparing start region for level 0
[23:03:52] [Server thread/INFO]: Changing view distance to 12, from 10
[23:03:53] [Server thread/INFO]: Player814[local:E:3dd25337] logged in with entity id 54585 at (-39.5216041150488, 4.0, 1556.3470447582217)
[23:03:53] [Server thread/INFO]: Player814 joined the game
[23:03:53] [Server thread/INFO]: [CHAT] 277
[23:03:53] [Client thread/INFO]: [CHAT] 6
[23:03:53] [Client thread/INFO]: [CHAT] 6
[23:03:53] [Server thread/INFO]: [CHAT] 277
[23:03:53] [Server thread/INFO]: [CHAT] 277
[23:03:53] [Client thread/INFO]: [CHAT] 18
[23:03:53] [Server thread/INFO]: [CHAT] 276
[23:03:53] [Client thread/INFO]: [CHAT] 30
[23:03:53] [Client thread/INFO]: [CHAT] 30
[23:03:53] [Server thread/INFO]: [CHAT] 276
[23:03:53] [Server thread/INFO]: [CHAT] 276
[23:03:53] [Client thread/INFO]: [CHAT] 32
[23:03:53] [Server thread/INFO]: [CHAT] 276
[23:03:53] [Client thread/INFO]: [CHAT] 37
[23:03:53] [Server thread/INFO]: [CHAT] 276
[23:03:53] [Client thread/INFO]: [CHAT] 44
[23:03:53] [Client thread/INFO]: [CHAT] 44
[23:03:53] [Server thread/INFO]: [CHAT] 276
[23:03:53] [Server thread/INFO]: [CHAT] 276
[23:03:53] [Client thread/INFO]: [CHAT] 47
[23:03:53] [Server thread/INFO]: [CHAT] 276
[23:03:53] [Client thread/INFO]: [CHAT] 55
[23:03:53] [Server thread/INFO]: [CHAT] 276
[23:03:53] [Client thread/INFO]: [CHAT] 56
[23:03:53] [Server thread/INFO]: [CHAT] 276
[23:03:53] [Client thread/INFO]: [CHAT] 59
[23:03:53] [Server thread/INFO]: [CHAT] 276
[23:03:53] [Client thread/INFO]: [CHAT] 60
[23:03:53] [Server thread/INFO]: [CHAT] 276
[23:03:53] [Client thread/INFO]: [CHAT] 63
[23:03:54] [Server thread/INFO]: [CHAT] 276
[23:03:54] [Client thread/INFO]: [CHAT] 64
[23:03:54] [Server thread/INFO]: [CHAT] 276
[23:03:54] [Client thread/INFO]: [CHAT] 66
[23:03:54] [Server thread/INFO]: [CHAT] 276
[23:03:54] [Client thread/INFO]: [CHAT] 71
[23:03:54] [Server thread/INFO]: [CHAT] 275
[23:03:54] [Client thread/INFO]: [CHAT] 72
[23:03:54] [Server thread/INFO]: [CHAT] 275
[23:03:54] [Client thread/INFO]: [CHAT] 71
[23:03:54] [Server thread/INFO]: [CHAT] 275
[23:03:54] [Client thread/INFO]: [CHAT] 71
[23:03:54] [Server thread/INFO]: [CHAT] 275
[23:03:54] [Client thread/INFO]: [CHAT] 71
[23:03:54] [Server thread/INFO]: [CHAT] 275
[23:03:54] [Client thread/INFO]: [CHAT] 71
[23:03:54] [Server thread/INFO]: [CHAT] 275
[23:03:54] [Client thread/INFO]: [CHAT] 71
[23:03:54] [Server thread/INFO]: [CHAT] 275
[23:03:54] [Client thread/INFO]: [CHAT] 71
[23:03:54] [Server thread/INFO]: [CHAT] 275
[23:03:54] [Client thread/INFO]: [CHAT] 71
[23:03:54] [Server thread/INFO]: [CHAT] 275
[23:03:54] [Client thread/INFO]: [CHAT] 71
[23:03:54] [Server thread/INFO]: [CHAT] 275
[23:03:54] [Client thread/INFO]: [CHAT] 71
[23:03:54] [Server thread/INFO]: [CHAT] 275
[23:03:54] [Client thread/INFO]: [CHAT] 71
[23:03:54] [Server thread/INFO]: [CHAT] 275
[23:03:54] [Client thread/INFO]: [CHAT] 71
[23:03:54] [Server thread/INFO]: [CHAT] 275
[23:03:54] [Client thread/INFO]: [CHAT] 71
[23:03:54] [Server thread/INFO]: [CHAT] 275
[23:03:54] [Client thread/INFO]: [CHAT] 71
[23:03:54] [Server thread/INFO]: [CHAT] 275
[23:03:54] [Client thread/INFO]: [CHAT] 71
[23:03:54] [Server thread/INFO]: [CHAT] 275
[23:03:54] [Client thread/INFO]: [CHAT] 71
[23:03:54] [Server thread/INFO]: [CHAT] 275
[23:03:54] [Client thread/INFO]: [CHAT] 71
[23:03:55] [Server thread/INFO]: [CHAT] 275
[23:03:55] [Client thread/INFO]: [CHAT] 71
[23:03:55] [Server thread/INFO]: [CHAT] 275
[23:03:55] [Client thread/INFO]: [CHAT] 71
[23:03:55] [Server thread/INFO]: [CHAT] 275
[23:03:55] [Client thread/INFO]: [CHAT] 71
[23:03:55] [Server thread/INFO]: [CHAT] 275
[23:03:55] [Client thread/INFO]: [CHAT] 71
[23:03:55] [Server thread/INFO]: [CHAT] 275
[23:03:55] [Client thread/INFO]: [CHAT] 71
[23:03:55] [Server thread/INFO]: [CHAT] 275
[23:03:55] [Client thread/INFO]: [CHAT] 71
[23:03:55] [Client thread/INFO]: [CHAT] 71
[23:03:55] [Server thread/INFO]: [CHAT] 275
[23:03:55] [Server thread/INFO]: [CHAT] 275
[23:03:55] [Client thread/INFO]: [CHAT] 71
[23:03:55] [Server thread/INFO]: [CHAT] 275
[23:03:55] [Client thread/INFO]: [CHAT] 71
[23:03:55] [Client thread/INFO]: [CHAT] 68
[23:03:55] [Server thread/INFO]: [CHAT] 275
[23:03:55] [Server thread/INFO]: [CHAT] 275
[23:03:55] [Client thread/INFO]: [CHAT] 68
[23:03:55] [Server thread/INFO]: [CHAT] 275
[23:03:55] [Client thread/INFO]: [CHAT] 68
[23:03:55] [Server thread/INFO]: [CHAT] 275
[23:03:55] [Client thread/INFO]: [CHAT] 68
[23:03:55] [Server thread/INFO]: [CHAT] 275
[23:03:55] [Client thread/INFO]: [CHAT] 68
[23:03:55] [Server thread/INFO]: [CHAT] 275
[23:03:55] [Client thread/INFO]: [CHAT] 68
[23:03:55] [Server thread/INFO]: [CHAT] 275
[23:03:55] [Client thread/INFO]: [CHAT] 68
[23:03:55] [Server thread/INFO]: [CHAT] 275
[23:03:55] [Client thread/INFO]: [CHAT] 68
[23:03:55] [Server thread/INFO]: [CHAT] 275
[23:03:55] [Client thread/INFO]: [CHAT] 68
[23:03:55] [Server thread/INFO]: [CHAT] 275
[23:03:55] [Client thread/INFO]: [CHAT] 68
[23:03:55] [Client thread/INFO]: [CHAT] 68
[23:03:55] [Server thread/INFO]: [CHAT] 275
[23:03:55] [Server thread/INFO]: [CHAT] 275
[23:03:56] [Client thread/INFO]: [CHAT] 68
[23:03:56] [Server thread/INFO]: [CHAT] 275
[23:03:56] [Client thread/INFO]: [CHAT] 68
[23:03:56] [Server thread/INFO]: [CHAT] 275
[23:03:56] [Client thread/INFO]: [CHAT] 68
[23:03:56] [Server thread/INFO]: [CHAT] 275
[23:03:56] [Client thread/INFO]: [CHAT] 68
[23:03:56] [Server thread/INFO]: [CHAT] 274
[23:03:56] [Client thread/INFO]: [CHAT] 68
[23:03:56] [Server thread/INFO]: [CHAT] 274
[23:03:56] [Client thread/INFO]: [CHAT] 67
[23:03:56] [Server thread/INFO]: [CHAT] 274
[23:03:56] [Client thread/INFO]: [CHAT] 67
[23:03:56] [Client thread/INFO]: [CHAT] 67
[23:03:56] [Server thread/INFO]: [CHAT] 274
[23:03:56] [Server thread/INFO]: [CHAT] 274
[23:03:56] [Client thread/INFO]: [CHAT] 67
[23:03:56] [Server thread/INFO]: [CHAT] 274
[23:03:56] [Client thread/INFO]: [CHAT] 67
[23:03:56] [Server thread/INFO]: [CHAT] 274
[23:03:56] [Client thread/INFO]: [CHAT] 67
[23:03:56] [Server thread/INFO]: [CHAT] 274
[23:03:56] [Client thread/INFO]: [CHAT] 67
[23:03:56] [Server thread/INFO]: [CHAT] 274
[23:03:56] [Client thread/INFO]: [CHAT] 67
[23:03:56] [Server thread/INFO]: [CHAT] 274
[23:03:56] [Client thread/INFO]: [CHAT] 67
[23:03:56] [Server thread/INFO]: [CHAT] 274
[23:03:56] [Client thread/INFO]: [CHAT] 67
[23:03:56] [Server thread/INFO]: [CHAT] 274
[23:03:56] [Client thread/INFO]: [CHAT] 67
[23:03:56] [Server thread/INFO]: [CHAT] 274
[23:03:56] [Client thread/INFO]: [CHAT] 67
[23:03:56] [Server thread/INFO]: [CHAT] 274
[23:03:56] [Client thread/INFO]: [CHAT] 67
[23:03:56] [Server thread/INFO]: [CHAT] 274
[23:03:56] [Client thread/INFO]: [CHAT] 67
[23:03:56] [Client thread/INFO]: [CHAT] 67
[23:03:56] [Server thread/INFO]: [CHAT] 274
[23:03:56] [Server thread/INFO]: [CHAT] 274
[23:03:57] [Client thread/INFO]: [CHAT] 67
[23:03:57] [Server thread/INFO]: [CHAT] 274
[23:03:57] [Client thread/INFO]: [CHAT] 67
[23:03:57] [Server thread/INFO]: [CHAT] 274
[23:03:57] [Client thread/INFO]: [CHAT] 67
[23:03:57] [Server thread/INFO]: [CHAT] 274
[23:03:57] [Client thread/INFO]: [CHAT] 67
[23:03:57] [Server thread/INFO]: [CHAT] 274
[23:03:57] [Client thread/INFO]: [CHAT] 67
[23:03:57] [Server thread/INFO]: [CHAT] 274
[23:03:57] [Client thread/INFO]: [CHAT] 67
[23:03:57] [Server thread/INFO]: [CHAT] 274
[23:03:57] [Client thread/INFO]: [CHAT] 67
[23:03:57] [Server thread/INFO]: [CHAT] 274
[23:03:57] [Client thread/INFO]: [CHAT] 67
[23:03:57] [Client thread/INFO]: [CHAT] 67
[23:03:57] [Server thread/INFO]: [CHAT] 274
[23:03:57] [Server thread/INFO]: [CHAT] 274
[23:03:57] [Client thread/INFO]: [CHAT] 67
[23:03:57] [Server thread/INFO]: [CHAT] 274
[23:03:57] [Client thread/INFO]: [CHAT] 67
[23:03:57] [Client thread/INFO]: [CHAT] 67
[23:03:57] [Server thread/INFO]: Player814 was blown up by Creeper
